@relation customer_shopping_data_pre

@attribute gender=Male numeric
@attribute age numeric
@attribute price numeric
@attribute category {Clothing,Shoes,Books,Cosmetics,'Food & Beverage',Toys,Technology,Souvenir}

@data
0,42,20.92,'Food & Beverage'
1,32,203.3,Cosmetics
0,52,2400.68,Shoes
0,36,107.52,Toys
1,38,900.24,Clothing
1,45,179.2,Toys
0,54,179.2,Toys
1,67,1800.51,Shoes
1,60,1500.4,Clothing
1,56,71.68,Toys
1,48,26.15,'Food & Beverage'
0,28,900.24,Clothing
0,31,179.2,Toys
1,63,11.73,Souvenir
0,38,1500.4,Clothing
1,34,600.16,Clothing
1,21,1200.32,Clothing
1,49,71.68,Toys
1,58,10.46,'Food & Beverage'
1,22,300.08,Clothing
1,62,26.15,'Food & Beverage'
1,40,900.24,Clothing
0,32,203.3,Cosmetics
0,48,71.68,Toys
0,58,900.24,Clothing
1,51,600.16,Clothing
0,54,81.32,Cosmetics
0,63,81.32,Cosmetics
0,39,35.84,Toys
0,60,143.36,Toys
0,26,35.19,Souvenir
0,24,1500.4,Clothing
1,29,3000.85,Shoes
1,36,203.3,Cosmetics
1,28,900.24,Clothing
0,36,1050,Technology
0,69,1500.4,Clothing
0,49,203.3,Cosmetics
1,47,5.23,'Food & Beverage'
1,42,58.65,Souvenir
0,51,600.17,Shoes
1,67,300.08,Clothing
0,43,1500.4,Clothing
1,56,23.46,Souvenir
0,58,58.65,Souvenir
0,31,300.08,Clothing
0,58,81.32,Cosmetics
0,67,300.08,Clothing
0,63,300.08,Clothing
0,34,5.23,'Food & Beverage'
1,64,45.45,Books
0,27,35.84,Toys
1,18,2400.68,Shoes
1,42,1200.32,Clothing
0,22,15.69,'Food & Beverage'
0,24,600.16,Clothing
1,66,15.69,'Food & Beverage'
1,62,46.92,Souvenir
1,53,1500.4,Clothing
0,69,300.08,Clothing
1,42,30.3,Books
0,62,46.92,Souvenir
0,65,3000.85,Shoes
0,28,600.17,Shoes
1,32,26.15,'Food & Beverage'
1,64,81.32,Cosmetics
0,48,1200.32,Clothing
1,21,600.16,Clothing
1,29,10.46,'Food & Beverage'
0,55,203.3,Cosmetics
1,30,900.24,Clothing
0,43,600.17,Shoes
0,52,179.2,Toys
0,33,4200,Technology
0,25,600.17,Shoes
0,43,300.08,Clothing
0,68,3000.85,Shoes
0,35,900.24,Clothing
0,68,1200.34,Shoes
1,48,600.16,Clothing
1,45,900.24,Clothing
1,37,71.68,Toys
0,64,900.24,Clothing
0,54,2100,Technology
1,19,600.17,Shoes
0,47,600.17,Shoes
0,65,5.23,'Food & Beverage'
1,49,71.68,Toys
0,41,1500.4,Clothing
0,31,900.24,Clothing
1,25,2400.68,Shoes
0,59,35.19,Souvenir
0,65,26.15,'Food & Beverage'
1,27,3000.85,Shoes
1,55,40.66,Cosmetics
0,64,3000.85,Shoes
1,44,900.24,Clothing
1,23,600.16,Clothing
0,60,1050,Technology
1,61,26.15,'Food & Beverage'
1,30,60.6,Books
0,65,26.15,'Food & Beverage'
1,30,60.6,Books
0,25,143.36,Toys
1,66,5.23,'Food & Beverage'
1,22,1500.4,Clothing
0,50,600.16,Clothing
0,21,1200.34,Shoes
0,20,60.6,Books
0,42,81.32,Cosmetics
0,59,900.24,Clothing
1,49,203.3,Cosmetics
1,51,26.15,'Food & Beverage'
1,49,600.17,Shoes
0,55,900.24,Clothing
1,57,5.23,'Food & Beverage'
0,34,10.46,'Food & Beverage'
1,64,10.46,'Food & Beverage'
1,46,1200.32,Clothing
1,36,1800.51,Shoes
1,26,121.98,Cosmetics
0,24,1500.4,Clothing
0,47,2400.68,Shoes
0,20,900.24,Clothing
0,58,300.08,Clothing
1,49,162.64,Cosmetics
0,47,20.92,'Food & Beverage'
1,58,900.24,Clothing
0,28,600.16,Clothing
1,54,81.32,Cosmetics
1,49,203.3,Cosmetics
1,46,900.24,Clothing
1,43,15.15,Books
0,68,10.46,'Food & Beverage'
0,67,179.2,Toys
1,21,600.16,Clothing
0,53,300.08,Clothing
0,69,300.08,Clothing
1,49,10.46,'Food & Beverage'
1,58,600.16,Clothing
0,51,20.92,'Food & Beverage'
0,46,1500.4,Clothing
0,31,3150,Technology
0,60,1200.32,Clothing
0,61,1200.32,Clothing
1,47,5250,Technology
0,54,10.46,'Food & Beverage'
0,49,10.46,'Food & Beverage'
1,67,121.98,Cosmetics
1,61,107.52,Toys
1,45,15.69,'Food & Beverage'
0,22,300.08,Clothing
0,37,600.16,Clothing
1,67,900.24,Clothing
0,50,4200,Technology
1,29,162.64,Cosmetics
0,19,1500.4,Clothing
1,67,1500.4,Clothing
0,27,1200.32,Clothing
0,53,81.32,Cosmetics
1,45,35.84,Toys
0,20,10.46,'Food & Beverage'
0,55,15.69,'Food & Beverage'
1,41,1200.32,Clothing
0,63,121.98,Cosmetics
0,41,35.84,Toys
1,50,45.45,Books
0,27,15.69,'Food & Beverage'
1,65,600.17,Shoes
1,46,1200.34,Shoes
0,49,71.68,Toys
1,50,2400.68,Shoes
1,47,20.92,'Food & Beverage'
0,56,1500.4,Clothing
0,54,900.24,Clothing
0,47,75.75,Books
0,62,26.15,'Food & Beverage'
1,25,1200.32,Clothing
0,37,1800.51,Shoes
1,67,162.64,Cosmetics
1,56,46.92,Souvenir
0,60,900.24,Clothing
1,29,35.19,Souvenir
1,19,1200.32,Clothing
0,42,1500.4,Clothing
0,58,2400.68,Shoes
1,67,300.08,Clothing
0,62,203.3,Cosmetics
0,32,300.08,Clothing
1,32,1200.34,Shoes
0,45,900.24,Clothing
0,56,4200,Technology
1,48,1200.32,Clothing
0,44,179.2,Toys
0,35,71.68,Toys
1,49,10.46,'Food & Beverage'
0,55,162.64,Cosmetics
1,36,3000.85,Shoes
1,68,15.15,Books
1,26,143.36,Toys
1,20,30.3,Books
1,23,20.92,'Food & Beverage'
0,54,143.36,Toys
0,25,900.24,Clothing
0,58,1500.4,Clothing
0,63,162.64,Cosmetics
0,25,600.16,Clothing
0,40,15.15,Books
0,33,1200.32,Clothing
0,46,75.75,Books
0,33,40.66,Cosmetics
0,18,203.3,Cosmetics
1,69,81.32,Cosmetics
0,63,1500.4,Clothing
1,53,35.84,Toys
1,61,300.08,Clothing
0,25,81.32,Cosmetics
0,21,121.98,Cosmetics
1,48,1200.32,Clothing
0,37,2400.68,Shoes
0,25,10.46,'Food & Beverage'
0,21,1200.32,Clothing
1,19,81.32,Cosmetics
0,29,1800.51,Shoes
0,30,35.84,Toys
1,30,600.16,Clothing
0,44,900.24,Clothing
1,68,81.32,Cosmetics
1,69,107.52,Toys
1,42,1200.32,Clothing
0,62,3000.85,Shoes
1,20,1500.4,Clothing
1,48,300.08,Clothing
1,26,35.84,Toys
0,68,35.19,Souvenir
0,33,45.45,Books
0,38,121.98,Cosmetics
0,61,1200.32,Clothing
1,30,1800.51,Shoes
1,18,5.23,'Food & Beverage'
1,62,3000.85,Shoes
1,36,300.08,Clothing
1,44,600.16,Clothing
1,37,81.32,Cosmetics
0,65,75.75,Books
1,19,600.16,Clothing
0,45,1500.4,Clothing
0,35,26.15,'Food & Beverage'
0,55,10.46,'Food & Beverage'
0,57,600.16,Clothing
1,41,15.69,'Food & Beverage'
1,61,2400.68,Shoes
1,50,300.08,Clothing
1,38,35.19,Souvenir
0,18,121.98,Cosmetics
0,19,162.64,Cosmetics
0,64,600.16,Clothing
0,45,121.98,Cosmetics
1,46,1200.34,Shoes
0,53,1200.32,Clothing
1,52,60.6,Books
1,55,121.98,Cosmetics
0,38,20.92,'Food & Beverage'
1,58,900.24,Clothing
1,18,46.92,Souvenir
1,47,35.84,Toys
0,65,179.2,Toys
1,29,35.84,Toys
0,31,10.46,'Food & Beverage'
1,44,1200.32,Clothing
0,37,35.19,Souvenir
0,64,900.24,Clothing
0,57,1200.32,Clothing
0,22,40.66,Cosmetics
0,41,107.52,Toys
1,30,900.24,Clothing
0,54,300.08,Clothing
1,52,71.68,Toys
1,62,30.3,Books
0,51,1200.32,Clothing
1,18,1200.32,Clothing
1,18,35.19,Souvenir
1,64,1500.4,Clothing
0,44,107.52,Toys
1,69,35.84,Toys
0,43,600.17,Shoes
0,43,2400.68,Shoes
1,47,30.3,Books
0,65,3150,Technology
1,51,300.08,Clothing
0,21,162.64,Cosmetics
0,37,20.92,'Food & Beverage'
0,64,600.16,Clothing
1,40,162.64,Cosmetics
1,53,203.3,Cosmetics
0,52,20.92,'Food & Beverage'
1,65,15.15,Books
0,47,1200.34,Shoes
1,58,15.69,'Food & Beverage'
1,54,900.24,Clothing
0,25,1500.4,Clothing
0,30,1500.4,Clothing
0,40,75.75,Books
0,33,81.32,Cosmetics
0,41,3150,Technology
0,27,1200.32,Clothing
1,52,26.15,'Food & Beverage'
1,42,26.15,'Food & Beverage'
1,25,600.16,Clothing
1,55,600.17,Shoes
0,19,15.69,'Food & Beverage'
1,34,300.08,Clothing
0,26,300.08,Clothing
0,60,600.16,Clothing
0,57,15.69,'Food & Beverage'
1,29,900.24,Clothing
1,21,300.08,Clothing
0,35,3000.85,Shoes
0,67,300.08,Clothing
0,29,1500.4,Clothing
0,57,11.73,Souvenir
0,61,26.15,'Food & Beverage'
1,57,300.08,Clothing
1,44,60.6,Books
0,50,203.3,Cosmetics
0,42,300.08,Clothing
0,33,1800.51,Shoes
0,69,600.16,Clothing
1,64,300.08,Clothing
1,57,121.98,Cosmetics
0,35,2100,Technology
1,61,300.08,Clothing
0,53,45.45,Books
1,25,1500.4,Clothing
1,39,1500.4,Clothing
0,21,3000.85,Shoes
1,24,40.66,Cosmetics
0,42,2100,Technology
1,29,81.32,Cosmetics
0,47,300.08,Clothing
0,19,900.24,Clothing
0,33,1200.32,Clothing
0,41,600.16,Clothing
1,67,5.23,'Food & Beverage'
0,26,46.92,Souvenir
0,48,35.19,Souvenir
0,36,179.2,Toys
0,63,46.92,Souvenir
0,19,900.24,Clothing
0,49,75.75,Books
0,48,121.98,Cosmetics
0,62,15.69,'Food & Beverage'
0,67,35.19,Souvenir
0,44,60.6,Books
1,35,203.3,Cosmetics
0,59,1500.4,Clothing
1,45,3000.85,Shoes
0,21,35.19,Souvenir
1,22,30.3,Books
1,38,1050,Technology
0,59,121.98,Cosmetics
1,35,26.15,'Food & Beverage'
0,49,15.69,'Food & Beverage'
1,35,58.65,Souvenir
0,39,179.2,Toys
1,65,203.3,Cosmetics
0,56,75.75,Books
0,18,600.16,Clothing
0,64,75.75,Books
1,27,1200.32,Clothing
1,30,1500.4,Clothing
1,24,107.52,Toys
0,25,30.3,Books
1,38,40.66,Cosmetics
0,24,900.24,Clothing
0,32,2100,Technology
1,25,900.24,Clothing
1,66,35.84,Toys
1,39,2400.68,Shoes
0,30,26.15,'Food & Beverage'
1,31,5.23,'Food & Beverage'
0,50,71.68,Toys
0,19,203.3,Cosmetics
0,65,107.52,Toys
1,51,1500.4,Clothing
1,24,600.16,Clothing
1,27,26.15,'Food & Beverage'
1,56,1500.4,Clothing
1,44,600.16,Clothing
1,38,3150,Technology
0,23,1200.32,Clothing
0,38,203.3,Cosmetics
1,66,35.19,Souvenir
1,49,1500.4,Clothing
0,66,179.2,Toys
1,67,300.08,Clothing
0,19,26.15,'Food & Beverage'
1,24,600.16,Clothing
1,60,1500.4,Clothing
0,23,3000.85,Shoes
0,39,1500.4,Clothing
1,50,26.15,'Food & Beverage'
0,38,1500.4,Clothing
0,32,2400.68,Shoes
0,22,20.92,'Food & Beverage'
1,45,121.98,Cosmetics
0,28,121.98,Cosmetics
1,40,162.64,Cosmetics
1,53,1800.51,Shoes
1,54,5250,Technology
1,46,107.52,Toys
0,31,600.17,Shoes
1,45,3150,Technology
0,58,15.69,'Food & Beverage'
1,22,58.65,Souvenir
1,57,26.15,'Food & Beverage'
0,57,40.66,Cosmetics
1,39,300.08,Clothing
0,41,35.84,Toys
1,63,23.46,Souvenir
0,39,1500.4,Clothing
1,41,2400.68,Shoes
1,66,35.84,Toys
0,26,179.2,Toys
1,45,46.92,Souvenir
0,22,4200,Technology
0,27,1500.4,Clothing
0,45,45.45,Books
0,42,1500.4,Clothing
0,51,10.46,'Food & Beverage'
0,35,3000.85,Shoes
0,25,300.08,Clothing
0,33,2100,Technology
0,67,5.23,'Food & Beverage'
0,57,40.66,Cosmetics
1,21,121.98,Cosmetics
1,41,600.16,Clothing
1,25,162.64,Cosmetics
1,37,1500.4,Clothing
0,26,1500.4,Clothing
1,31,1500.4,Clothing
0,23,1200.32,Clothing
1,58,81.32,Cosmetics
0,22,600.17,Shoes
1,28,75.75,Books
0,48,203.3,Cosmetics
1,23,2400.68,Shoes
1,47,600.17,Shoes
0,53,203.3,Cosmetics
0,55,1800.51,Shoes
0,28,75.75,Books
0,29,15.69,'Food & Beverage'
0,69,1800.51,Shoes
0,33,300.08,Clothing
0,39,300.08,Clothing
0,68,46.92,Souvenir
1,22,15.15,Books
1,36,1800.51,Shoes
1,43,5.23,'Food & Beverage'
0,57,71.68,Toys
0,54,900.24,Clothing
1,69,1500.4,Clothing
1,46,162.64,Cosmetics
0,49,10.46,'Food & Beverage'
0,30,600.16,Clothing
0,56,10.46,'Food & Beverage'
0,29,300.08,Clothing
1,31,15.69,'Food & Beverage'
1,24,143.36,Toys
0,69,15.15,Books
0,23,23.46,Souvenir
0,46,121.98,Cosmetics
0,36,600.16,Clothing
0,26,10.46,'Food & Beverage'
0,28,121.98,Cosmetics
1,50,71.68,Toys
0,30,121.98,Cosmetics
0,67,900.24,Clothing
0,36,300.08,Clothing
1,45,1500.4,Clothing
1,59,1500.4,Clothing
1,39,300.08,Clothing
0,22,1200.32,Clothing
1,52,5250,Technology
1,21,300.08,Clothing
0,56,600.16,Clothing
0,28,600.16,Clothing
0,69,600.16,Clothing
1,41,107.52,Toys
1,64,121.98,Cosmetics
0,65,35.19,Souvenir
0,24,1500.4,Clothing
0,46,40.66,Cosmetics
0,26,81.32,Cosmetics
0,37,900.24,Clothing
0,56,900.24,Clothing
0,66,1800.51,Shoes
0,42,900.24,Clothing
0,31,300.08,Clothing
1,37,1200.34,Shoes
1,31,10.46,'Food & Beverage'
0,30,3000.85,Shoes
0,46,300.08,Clothing
1,64,300.08,Clothing
1,69,30.3,Books
0,19,1200.32,Clothing
1,59,3000.85,Shoes
0,66,600.16,Clothing
0,66,179.2,Toys
0,28,600.16,Clothing
0,57,300.08,Clothing
0,54,10.46,'Food & Beverage'
0,39,107.52,Toys
0,36,40.66,Cosmetics
0,48,10.46,'Food & Beverage'
0,31,26.15,'Food & Beverage'
1,34,2400.68,Shoes
0,56,203.3,Cosmetics
0,60,1500.4,Clothing
0,45,300.08,Clothing
1,18,162.64,Cosmetics
0,44,162.64,Cosmetics
0,35,40.66,Cosmetics
1,32,46.92,Souvenir
0,55,1500.4,Clothing
1,25,3150,Technology
0,49,600.16,Clothing
0,59,600.16,Clothing
0,40,10.46,'Food & Beverage'
0,64,1500.4,Clothing
0,49,2400.68,Shoes
0,28,1200.32,Clothing
1,49,1500.4,Clothing
1,40,600.16,Clothing
0,34,1200.34,Shoes
1,58,23.46,Souvenir
0,63,179.2,Toys
1,63,26.15,'Food & Beverage'
0,52,1500.4,Clothing
0,40,143.36,Toys
1,25,300.08,Clothing
0,19,10.46,'Food & Beverage'
0,30,300.08,Clothing
0,58,1200.32,Clothing
1,60,20.92,'Food & Beverage'
1,56,121.98,Cosmetics
0,54,1500.4,Clothing
1,24,107.52,Toys
1,25,81.32,Cosmetics
1,23,1500.4,Clothing
1,44,10.46,'Food & Beverage'
0,31,10.46,'Food & Beverage'
0,53,162.64,Cosmetics
1,23,26.15,'Food & Beverage'
1,69,1500.4,Clothing
1,60,600.16,Clothing
0,50,45.45,Books
1,48,600.16,Clothing
1,58,1500.4,Clothing
1,23,1500.4,Clothing
1,31,900.24,Clothing
0,39,5250,Technology
0,53,600.17,Shoes
0,46,81.32,Cosmetics
1,22,45.45,Books
1,22,40.66,Cosmetics
0,63,5250,Technology
1,44,20.92,'Food & Beverage'
0,19,81.32,Cosmetics
0,64,162.64,Cosmetics
1,27,1800.51,Shoes
0,32,121.98,Cosmetics
0,23,10.46,'Food & Beverage'
0,64,162.64,Cosmetics
1,59,900.24,Clothing
1,68,900.24,Clothing
0,51,1200.32,Clothing
1,61,1200.32,Clothing
0,37,5250,Technology
0,22,1500.4,Clothing
1,28,900.24,Clothing
1,44,600.16,Clothing
0,40,1200.32,Clothing
0,27,162.64,Cosmetics
1,62,1500.4,Clothing
0,33,11.73,Souvenir
0,56,203.3,Cosmetics
0,47,1200.34,Shoes
0,67,1500.4,Clothing
0,64,20.92,'Food & Beverage'
1,32,5.23,'Food & Beverage'
0,37,1500.4,Clothing
0,63,11.73,Souvenir
0,59,600.16,Clothing
1,54,1200.32,Clothing
1,56,23.46,Souvenir
1,39,162.64,Cosmetics
0,61,81.32,Cosmetics
1,58,40.66,Cosmetics
1,51,1200.32,Clothing
0,18,1200.32,Clothing
1,66,11.73,Souvenir
1,44,600.16,Clothing
0,49,15.69,'Food & Beverage'
0,66,143.36,Toys
0,37,1200.32,Clothing
0,53,143.36,Toys
1,43,1500.4,Clothing
1,52,203.3,Cosmetics
1,59,40.66,Cosmetics
0,47,143.36,Toys
0,56,20.92,'Food & Beverage'
0,29,71.68,Toys
0,53,45.45,Books
0,58,1200.34,Shoes
0,43,15.69,'Food & Beverage'
0,41,20.92,'Food & Beverage'
1,21,26.15,'Food & Beverage'
1,18,15.69,'Food & Beverage'
0,32,162.64,Cosmetics
0,19,1200.34,Shoes
1,23,10.46,'Food & Beverage'
1,46,5.23,'Food & Beverage'
1,31,1200.32,Clothing
1,69,45.45,Books
0,38,40.66,Cosmetics
0,65,10.46,'Food & Beverage'
1,33,58.65,Souvenir
1,29,26.15,'Food & Beverage'
0,59,1200.32,Clothing
0,55,71.68,Toys
1,61,600.16,Clothing
0,33,1200.32,Clothing
1,59,15.69,'Food & Beverage'
0,33,300.08,Clothing
0,43,121.98,Cosmetics
0,25,23.46,Souvenir
1,38,15.69,'Food & Beverage'
0,27,162.64,Cosmetics
0,32,81.32,Cosmetics
0,40,900.24,Clothing
0,18,5250,Technology
1,46,300.08,Clothing
1,66,1200.32,Clothing
0,34,1500.4,Clothing
0,59,121.98,Cosmetics
1,51,81.32,Cosmetics
1,35,35.19,Souvenir
1,51,600.16,Clothing
1,36,203.3,Cosmetics
1,46,26.15,'Food & Beverage'
1,24,1200.34,Shoes
1,36,107.52,Toys
0,20,900.24,Clothing
1,44,35.19,Souvenir
0,60,600.17,Shoes
0,26,35.19,Souvenir
0,63,45.45,Books
0,34,26.15,'Food & Beverage'
0,21,179.2,Toys
1,47,900.24,Clothing
1,58,600.16,Clothing
0,26,300.08,Clothing
1,43,1050,Technology
1,52,1200.32,Clothing
1,25,2100,Technology
1,35,900.24,Clothing
1,66,162.64,Cosmetics
1,64,1800.51,Shoes
1,67,26.15,'Food & Beverage'
0,42,203.3,Cosmetics
0,53,300.08,Clothing
0,59,3000.85,Shoes
1,29,60.6,Books
0,44,900.24,Clothing
0,69,40.66,Cosmetics
1,23,179.2,Toys
1,40,900.24,Clothing
0,22,2400.68,Shoes
1,19,81.32,Cosmetics
0,19,2100,Technology
0,27,1500.4,Clothing
0,38,40.66,Cosmetics
1,42,81.32,Cosmetics
0,66,1500.4,Clothing
1,22,600.16,Clothing
0,54,15.69,'Food & Beverage'
0,25,81.32,Cosmetics
1,30,35.84,Toys
1,19,11.73,Souvenir
0,37,300.08,Clothing
0,28,40.66,Cosmetics
1,52,10.46,'Food & Beverage'
1,66,1200.32,Clothing
1,48,5.23,'Food & Beverage'
0,38,10.46,'Food & Beverage'
0,62,162.64,Cosmetics
0,38,600.16,Clothing
1,61,1500.4,Clothing
0,52,1500.4,Clothing
0,33,10.46,'Food & Beverage'
1,56,26.15,'Food & Beverage'
0,44,203.3,Cosmetics
0,20,26.15,'Food & Beverage'
0,47,1500.4,Clothing
0,37,40.66,Cosmetics
0,18,1200.32,Clothing
1,53,40.66,Cosmetics
0,58,26.15,'Food & Beverage'
0,49,71.68,Toys
1,42,900.24,Clothing
0,55,121.98,Cosmetics
1,43,1500.4,Clothing
0,48,300.08,Clothing
0,56,60.6,Books
0,47,1200.32,Clothing
1,52,1200.34,Shoes
0,44,1800.51,Shoes
1,37,300.08,Clothing
1,68,5250,Technology
0,47,1200.34,Shoes
1,69,3150,Technology
0,18,1800.51,Shoes
1,18,40.66,Cosmetics
0,40,40.66,Cosmetics
0,20,300.08,Clothing
0,27,5250,Technology
0,18,179.2,Toys
0,30,1200.32,Clothing
0,19,2400.68,Shoes
0,43,2400.68,Shoes
0,46,300.08,Clothing
1,69,1200.32,Clothing
0,48,1200.32,Clothing
0,44,600.16,Clothing
0,55,11.73,Souvenir
0,65,71.68,Toys
0,36,600.17,Shoes
1,24,143.36,Toys
1,25,15.15,Books
1,37,26.15,'Food & Beverage'
1,36,900.24,Clothing
1,46,121.98,Cosmetics
1,66,35.84,Toys
0,20,3000.85,Shoes
1,27,3000.85,Shoes
1,20,4200,Technology
0,36,600.16,Clothing
1,48,300.08,Clothing
0,29,71.68,Toys
1,21,23.46,Souvenir
0,26,5.23,'Food & Beverage'
1,49,143.36,Toys
0,68,1500.4,Clothing
0,56,600.16,Clothing
0,52,1500.4,Clothing
0,34,40.66,Cosmetics
0,26,81.32,Cosmetics
0,18,179.2,Toys
1,19,107.52,Toys
0,42,2100,Technology
0,65,1200.32,Clothing
1,32,45.45,Books
1,65,203.3,Cosmetics
1,39,1200.32,Clothing
1,63,600.16,Clothing
0,23,143.36,Toys
1,32,600.16,Clothing
0,38,1200.32,Clothing
0,25,900.24,Clothing
1,66,300.08,Clothing
0,23,600.16,Clothing
1,22,2100,Technology
1,34,1800.51,Shoes
0,18,10.46,'Food & Beverage'
0,31,1200.32,Clothing
0,43,107.52,Toys
0,50,600.16,Clothing
0,42,600.16,Clothing
0,68,1200.32,Clothing
1,66,20.92,'Food & Beverage'
0,44,600.16,Clothing
1,31,3000.85,Shoes
0,53,5250,Technology
0,37,300.08,Clothing
0,28,35.19,Souvenir
1,54,26.15,'Food & Beverage'
0,42,600.16,Clothing
0,34,30.3,Books
0,65,600.17,Shoes
0,32,40.66,Cosmetics
1,19,1200.34,Shoes
0,63,1200.34,Shoes
0,34,5.23,'Food & Beverage'
0,54,300.08,Clothing
0,48,5.23,'Food & Beverage'
0,42,23.46,Souvenir
0,33,58.65,Souvenir
1,68,81.32,Cosmetics
1,23,35.19,Souvenir
1,31,1200.32,Clothing
1,30,143.36,Toys
1,45,10.46,'Food & Beverage'
1,55,15.15,Books
1,30,1800.51,Shoes
0,61,26.15,'Food & Beverage'
0,37,15.69,'Food & Beverage'
0,47,30.3,Books
1,41,5.23,'Food & Beverage'
0,24,71.68,Toys
0,30,26.15,'Food & Beverage'
0,57,1200.32,Clothing
1,41,900.24,Clothing
0,60,1200.34,Shoes
0,54,600.17,Shoes
1,49,10.46,'Food & Beverage'
1,26,300.08,Clothing
0,54,1500.4,Clothing
0,59,40.66,Cosmetics
0,41,600.16,Clothing
0,65,40.66,Cosmetics
0,49,1500.4,Clothing
1,32,15.69,'Food & Beverage'
1,26,1500.4,Clothing
1,25,10.46,'Food & Beverage'
1,62,10.46,'Food & Beverage'
0,41,203.3,Cosmetics
1,41,4200,Technology
0,55,600.16,Clothing
1,19,40.66,Cosmetics
0,33,46.92,Souvenir
1,38,900.24,Clothing
0,22,179.2,Toys
1,40,30.3,Books
1,39,143.36,Toys
0,36,300.08,Clothing
0,40,900.24,Clothing
0,58,1500.4,Clothing
1,21,15.69,'Food & Beverage'
0,18,300.08,Clothing
0,36,203.3,Cosmetics
0,67,5250,Technology
0,56,5.23,'Food & Beverage'
1,39,900.24,Clothing
0,21,203.3,Cosmetics
1,44,4200,Technology
0,52,1800.51,Shoes
0,63,121.98,Cosmetics
1,68,10.46,'Food & Beverage'
0,47,600.17,Shoes
0,45,1500.4,Clothing
1,45,40.66,Cosmetics
0,18,162.64,Cosmetics
1,22,1200.32,Clothing
0,27,107.52,Toys
1,40,1500.4,Clothing
0,44,58.65,Souvenir
0,28,46.92,Souvenir
0,34,300.08,Clothing
0,40,600.16,Clothing
0,54,5.23,'Food & Beverage'
0,63,162.64,Cosmetics
0,30,26.15,'Food & Beverage'
1,18,10.46,'Food & Beverage'
1,26,300.08,Clothing
1,58,600.16,Clothing
0,24,300.08,Clothing
1,25,1500.4,Clothing
0,26,1050,Technology
0,52,300.08,Clothing
0,53,20.92,'Food & Beverage'
0,52,5250,Technology
0,40,107.52,Toys
1,28,10.46,'Food & Beverage'
0,36,5.23,'Food & Beverage'
0,35,5250,Technology
0,21,600.16,Clothing
1,33,1200.32,Clothing
0,36,1050,Technology
1,45,1200.32,Clothing
1,63,1200.32,Clothing
0,22,1500.4,Clothing
0,46,121.98,Cosmetics
1,49,162.64,Cosmetics
1,66,600.17,Shoes
0,51,1800.51,Shoes
0,34,5.23,'Food & Beverage'
0,56,179.2,Toys
0,21,20.92,'Food & Beverage'
1,18,15.69,'Food & Beverage'
0,25,15.69,'Food & Beverage'
1,60,300.08,Clothing
0,28,81.32,Cosmetics
0,18,4200,Technology
0,69,26.15,'Food & Beverage'
1,41,203.3,Cosmetics
0,38,600.16,Clothing
1,29,3000.85,Shoes
1,43,5.23,'Food & Beverage'
1,32,203.3,Cosmetics
0,37,121.98,Cosmetics
1,29,300.08,Clothing
1,34,3000.85,Shoes
0,60,20.92,'Food & Beverage'
0,25,1200.32,Clothing
0,28,900.24,Clothing
0,57,107.52,Toys
0,32,600.16,Clothing
1,36,40.66,Cosmetics
1,66,900.24,Clothing
1,26,15.69,'Food & Beverage'
0,43,203.3,Cosmetics
0,62,600.16,Clothing
0,23,162.64,Cosmetics
0,68,26.15,'Food & Beverage'
0,23,300.08,Clothing
1,38,1200.32,Clothing
0,24,300.08,Clothing
0,33,3000.85,Shoes
0,58,1500.4,Clothing
1,33,300.08,Clothing
1,24,1500.4,Clothing
1,45,5.23,'Food & Beverage'
1,67,121.98,Cosmetics
1,21,121.98,Cosmetics
0,53,121.98,Cosmetics
0,59,60.6,Books
0,21,1200.32,Clothing
1,53,300.08,Clothing
0,44,600.16,Clothing
0,40,1200.32,Clothing
0,48,162.64,Cosmetics
0,59,3000.85,Shoes
0,43,60.6,Books
1,38,75.75,Books
1,20,203.3,Cosmetics
0,68,1800.51,Shoes
0,41,900.24,Clothing
1,24,1500.4,Clothing
0,21,900.24,Clothing
1,27,900.24,Clothing
0,68,900.24,Clothing
0,37,300.08,Clothing
1,58,162.64,Cosmetics
0,69,900.24,Clothing
0,24,20.92,'Food & Beverage'
0,50,20.92,'Food & Beverage'
0,43,71.68,Toys
1,47,300.08,Clothing
0,63,162.64,Cosmetics
0,31,900.24,Clothing
0,39,1500.4,Clothing
0,49,600.16,Clothing
1,51,162.64,Cosmetics
1,22,1200.32,Clothing
1,19,5250,Technology
1,49,3000.85,Shoes
0,26,300.08,Clothing
1,38,1800.51,Shoes
1,35,1800.51,Shoes
1,38,900.24,Clothing
1,18,1200.32,Clothing
0,27,600.16,Clothing
0,49,4200,Technology
0,18,1200.32,Clothing
1,54,1200.32,Clothing
0,69,107.52,Toys
0,47,900.24,Clothing
0,48,15.69,'Food & Beverage'
1,27,1500.4,Clothing
0,51,20.92,'Food & Beverage'
0,61,81.32,Cosmetics
1,35,162.64,Cosmetics
0,27,1050,Technology
0,46,1500.4,Clothing
0,25,46.92,Souvenir
0,36,1500.4,Clothing
1,18,143.36,Toys
1,18,1800.51,Shoes
0,21,900.24,Clothing
1,65,5.23,'Food & Beverage'
1,27,30.3,Books
1,57,10.46,'Food & Beverage'
0,57,15.69,'Food & Beverage'
1,69,45.45,Books
1,29,81.32,Cosmetics
0,58,15.15,Books
0,34,600.17,Shoes
0,23,1200.32,Clothing
